Consumption (kWh), Start, End
0.00E+00, 2023-05-18T22:00:00+01:00, 2023-05-18T22:30:00+01:00
0.00E+00, 2023-05-18T22:30:00+01:00, 2023-05-18T23:00:00+01:00
0.00E+00, 2023-05-18T23:00:00+01:00, 2023-05-18T23:30:00+01:00
0.00E+00, 2023-05-18T23:30:00+01:00, 2023-05-19T00:00:00+01:00
0.00E+00, 2023-05-19T00:00:00+01:00, 2023-05-19T00:30:00+01:00
0.00E+00, 2023-05-19T00:30:00+01:00, 2023-05-19T01:00:00+01:00
0.00E+00, 2023-05-19T01:00:00+01:00, 2023-05-19T01:30:00+01:00
0.00E+00, 2023-05-19T01:30:00+01:00, 2023-05-19T02:00:00+01:00
0.00E+00, 2023-05-19T02:00:00+01:00, 2023-05-19T02:30:00+01:00
0.00E+00, 2023-05-19T02:30:00+01:00, 2023-05-19T03:00:00+01:00
0.00E+00, 2023-05-19T03:00:00+01:00, 2023-05-19T03:30:00+01:00
0.00E+00, 2023-05-19T03:30:00+01:00, 2023-05-19T04:00:00+01:00
0.00E+00, 2023-05-19T04:00:00+01:00, 2023-05-19T04:30:00+01:00
0.00E+00, 2023-05-19T04:30:00+01:00, 2023-05-19T05:00:00+01:00
0.00E+00, 2023-05-19T05:00:00+01:00, 2023-05-19T05:30:00+01:00
0.00E+00, 2023-05-19T05:30:00+01:00, 2023-05-19T06:00:00+01:00
0.00E+00, 2023-05-19T06:00:00+01:00, 2023-05-19T06:30:00+01:00
0.004, 2023-05-19T06:30:00+01:00, 2023-05-19T07:00:00+01:00
0.022, 2023-05-19T07:00:00+01:00, 2023-05-19T07:30:00+01:00
0.003, 2023-05-19T07:30:00+01:00, 2023-05-19T08:00:00+01:00
0.033, 2023-05-19T08:00:00+01:00, 2023-05-19T08:30:00+01:00
0.281, 2023-05-19T08:30:00+01:00, 2023-05-19T09:00:00+01:00
0.533, 2023-05-19T09:00:00+01:00, 2023-05-19T09:30:00+01:00
0.869, 2023-05-19T09:30:00+01:00, 2023-05-19T10:00:00+01:00
1.024, 2023-05-19T10:00:00+01:00, 2023-05-19T10:30:00+01:00
1.073, 2023-05-19T10:30:00+01:00, 2023-05-19T11:00:00+01:00
1.185, 2023-05-19T11:00:00+01:00, 2023-05-19T11:30:00+01:00
1.264, 2023-05-19T11:30:00+01:00, 2023-05-19T12:00:00+01:00
1.262, 2023-05-19T12:00:00+01:00, 2023-05-19T12:30:00+01:00
1.199, 2023-05-19T12:30:00+01:00, 2023-05-19T13:00:00+01:00
1.161, 2023-05-19T13:00:00+01:00, 2023-05-19T13:30:00+01:00
1.117, 2023-05-19T13:30:00+01:00, 2023-05-19T14:00:00+01:00
1.017, 2023-05-19T14:00:00+01:00, 2023-05-19T14:30:00+01:00
0.953, 2023-05-19T14:30:00+01:00, 2023-05-19T15:00:00+01:00
0.708, 2023-05-19T15:00:00+01:00, 2023-05-19T15:30:00+01:00
0.66, 2023-05-19T15:30:00+01:00, 2023-05-19T16:00:00+01:00
0.481, 2023-05-19T16:00:00+01:00, 2023-05-19T16:30:00+01:00
0.397, 2023-05-19T16:30:00+01:00, 2023-05-19T17:00:00+01:00
0.285, 2023-05-19T17:00:00+01:00, 2023-05-19T17:30:00+01:00
0.12, 2023-05-19T17:30:00+01:00, 2023-05-19T18:00:00+01:00
0.01, 2023-05-19T18:00:00+01:00, 2023-05-19T18:30:00+01:00
0.013, 2023-05-19T18:30:00+01:00, 2023-05-19T19:00:00+01:00
0.00E+00, 2023-05-19T19:00:00+01:00, 2023-05-19T19:30:00+01:00
0.00E+00, 2023-05-19T19:30:00+01:00, 2023-05-19T20:00:00+01:00
0.00E+00, 2023-05-19T20:00:00+01:00, 2023-05-19T20:30:00+01:00
0.00E+00, 2023-05-19T20:30:00+01:00, 2023-05-19T21:00:00+01:00
0.00E+00, 2023-05-19T21:00:00+01:00, 2023-05-19T21:30:00+01:00
0.00E+00, 2023-05-19T21:30:00+01:00, 2023-05-19T22:00:00+01:00
0.00E+00, 2023-05-19T22:00:00+01:00, 2023-05-19T22:30:00+01:00
0.00E+00, 2023-05-19T22:30:00+01:00, 2023-05-19T23:00:00+01:00
0.00E+00, 2023-05-19T23:00:00+01:00, 2023-05-19T23:30:00+01:00
0.00E+00, 2023-05-19T23:30:00+01:00, 2023-05-20T00:00:00+01:00
0.00E+00, 2023-05-20T00:00:00+01:00, 2023-05-20T00:30:00+01:00
0.00E+00, 2023-05-20T00:30:00+01:00, 2023-05-20T01:00:00+01:00
0.00E+00, 2023-05-20T01:00:00+01:00, 2023-05-20T01:30:00+01:00
0.00E+00, 2023-05-20T01:30:00+01:00, 2023-05-20T02:00:00+01:00
0.00E+00, 2023-05-20T02:00:00+01:00, 2023-05-20T02:30:00+01:00
0.00E+00, 2023-05-20T02:30:00+01:00, 2023-05-20T03:00:00+01:00
0.00E+00, 2023-05-20T03:00:00+01:00, 2023-05-20T03:30:00+01:00
0.00E+00, 2023-05-20T03:30:00+01:00, 2023-05-20T04:00:00+01:00
0.00E+00, 2023-05-20T04:00:00+01:00, 2023-05-20T04:30:00+01:00
0.00E+00, 2023-05-20T04:30:00+01:00, 2023-05-20T05:00:00+01:00
0.00E+00, 2023-05-20T05:00:00+01:00, 2023-05-20T05:30:00+01:00
0.01, 2023-05-20T05:30:00+01:00, 2023-05-20T06:00:00+01:00
0.053, 2023-05-20T06:00:00+01:00, 2023-05-20T06:30:00+01:00
0.164, 2023-05-20T06:30:00+01:00, 2023-05-20T07:00:00+01:00
0.295, 2023-05-20T07:00:00+01:00, 2023-05-20T07:30:00+01:00
0.453, 2023-05-20T07:30:00+01:00, 2023-05-20T08:00:00+01:00
0.567, 2023-05-20T08:00:00+01:00, 2023-05-20T08:30:00+01:00
0.453, 2023-05-20T08:30:00+01:00, 2023-05-20T09:00:00+01:00
0.543, 2023-05-20T09:00:00+01:00, 2023-05-20T09:30:00+01:00
0.978, 2023-05-20T09:30:00+01:00, 2023-05-20T10:00:00+01:00
1.076, 2023-05-20T10:00:00+01:00, 2023-05-20T10:30:00+01:00
1.129, 2023-05-20T10:30:00+01:00, 2023-05-20T11:00:00+01:00
1.224, 2023-05-20T11:00:00+01:00, 2023-05-20T11:30:00+01:00
1.204, 2023-05-20T11:30:00+01:00, 2023-05-20T12:00:00+01:00
1.214, 2023-05-20T12:00:00+01:00, 2023-05-20T12:30:00+01:00
1.177, 2023-05-20T12:30:00+01:00, 2023-05-20T13:00:00+01:00
1.021, 2023-05-20T13:00:00+01:00, 2023-05-20T13:30:00+01:00
0.007, 2023-05-20T13:30:00+01:00, 2023-05-20T14:00:00+01:00
0.032, 2023-05-20T14:00:00+01:00, 2023-05-20T14:30:00+01:00
0.462, 2023-05-20T14:30:00+01:00, 2023-05-20T15:00:00+01:00
0.775, 2023-05-20T15:00:00+01:00, 2023-05-20T15:30:00+01:00
0.704, 2023-05-20T15:30:00+01:00, 2023-05-20T16:00:00+01:00
0.537, 2023-05-20T16:00:00+01:00, 2023-05-20T16:30:00+01:00
0.42, 2023-05-20T16:30:00+01:00, 2023-05-20T17:00:00+01:00
0.262, 2023-05-20T17:00:00+01:00, 2023-05-20T17:30:00+01:00
0.012, 2023-05-20T17:30:00+01:00, 2023-05-20T18:00:00+01:00
0.001, 2023-05-20T18:00:00+01:00, 2023-05-20T18:30:00+01:00
0.00E+00, 2023-05-20T18:30:00+01:00, 2023-05-20T19:00:00+01:00
0.00E+00, 2023-05-20T19:00:00+01:00, 2023-05-20T19:30:00+01:00
0.00E+00, 2023-05-20T19:30:00+01:00, 2023-05-20T20:00:00+01:00
0.00E+00, 2023-05-20T20:00:00+01:00, 2023-05-20T20:30:00+01:00
0.00E+00, 2023-05-20T20:30:00+01:00, 2023-05-20T21:00:00+01:00
0.00E+00, 2023-05-20T21:00:00+01:00, 2023-05-20T21:30:00+01:00
0.00E+00, 2023-05-20T21:30:00+01:00, 2023-05-20T22:00:00+01:00
0.00E+00, 2023-05-20T22:00:00+01:00, 2023-05-20T22:30:00+01:00
0.00E+00, 2023-05-20T22:30:00+01:00, 2023-05-20T23:00:00+01:00
0.00E+00, 2023-05-20T23:00:00+01:00, 2023-05-20T23:30:00+01:00
0.00E+00, 2023-05-20T23:30:00+01:00, 2023-05-21T00:00:00+01:00
0.00E+00, 2023-05-21T00:00:00+01:00, 2023-05-21T00:30:00+01:00
0.00E+00, 2023-05-21T00:30:00+01:00, 2023-05-21T01:00:00+01:00
0.00E+00, 2023-05-21T01:00:00+01:00, 2023-05-21T01:30:00+01:00
0.00E+00, 2023-05-21T01:30:00+01:00, 2023-05-21T02:00:00+01:00
0.00E+00, 2023-05-21T02:00:00+01:00, 2023-05-21T02:30:00+01:00
0.00E+00, 2023-05-21T02:30:00+01:00, 2023-05-21T03:00:00+01:00
0.00E+00, 2023-05-21T03:00:00+01:00, 2023-05-21T03:30:00+01:00
0.00E+00, 2023-05-21T03:30:00+01:00, 2023-05-21T04:00:00+01:00
0.00E+00, 2023-05-21T04:00:00+01:00, 2023-05-21T04:30:00+01:00
0.00E+00, 2023-05-21T04:30:00+01:00, 2023-05-21T05:00:00+01:00
0.00E+00, 2023-05-21T05:00:00+01:00, 2023-05-21T05:30:00+01:00
0.012, 2023-05-21T05:30:00+01:00, 2023-05-21T06:00:00+01:00
0.017, 2023-05-21T06:00:00+01:00, 2023-05-21T06:30:00+01:00
0.07, 2023-05-21T06:30:00+01:00, 2023-05-21T07:00:00+01:00
0.16, 2023-05-21T07:00:00+01:00, 2023-05-21T07:30:00+01:00
0.099, 2023-05-21T07:30:00+01:00, 2023-05-21T08:00:00+01:00
0.025, 2023-05-21T08:00:00+01:00, 2023-05-21T08:30:00+01:00
0.077, 2023-05-21T08:30:00+01:00, 2023-05-21T09:00:00+01:00
0.132, 2023-05-21T09:00:00+01:00, 2023-05-21T09:30:00+01:00
0.246, 2023-05-21T09:30:00+01:00, 2023-05-21T10:00:00+01:00
0.397, 2023-05-21T10:00:00+01:00, 2023-05-21T10:30:00+01:00
0.414, 2023-05-21T10:30:00+01:00, 2023-05-21T11:00:00+01:00
0.522, 2023-05-21T11:00:00+01:00, 2023-05-21T11:30:00+01:00
0.643, 2023-05-21T11:30:00+01:00, 2023-05-21T12:00:00+01:00
0.397, 2023-05-21T12:00:00+01:00, 2023-05-21T12:30:00+01:00
0.935, 2023-05-21T12:30:00+01:00, 2023-05-21T13:00:00+01:00
0.882, 2023-05-21T13:00:00+01:00, 2023-05-21T13:30:00+01:00
0.83, 2023-05-21T13:30:00+01:00, 2023-05-21T14:00:00+01:00
0.754, 2023-05-21T14:00:00+01:00, 2023-05-21T14:30:00+01:00
0.652, 2023-05-21T14:30:00+01:00, 2023-05-21T15:00:00+01:00
0.616, 2023-05-21T15:00:00+01:00, 2023-05-21T15:30:00+01:00
0.455, 2023-05-21T15:30:00+01:00, 2023-05-21T16:00:00+01:00
0.36, 2023-05-21T16:00:00+01:00, 2023-05-21T16:30:00+01:00
0.191, 2023-05-21T16:30:00+01:00, 2023-05-21T17:00:00+01:00
0.074, 2023-05-21T17:00:00+01:00, 2023-05-21T17:30:00+01:00
0.033, 2023-05-21T17:30:00+01:00, 2023-05-21T18:00:00+01:00
0.00E+00, 2023-05-21T18:00:00+01:00, 2023-05-21T18:30:00+01:00
0.00E+00, 2023-05-21T18:30:00+01:00, 2023-05-21T19:00:00+01:00
0.00E+00, 2023-05-21T19:00:00+01:00, 2023-05-21T19:30:00+01:00
0.00E+00, 2023-05-21T19:30:00+01:00, 2023-05-21T20:00:00+01:00
0.00E+00, 2023-05-21T20:00:00+01:00, 2023-05-21T20:30:00+01:00
0.00E+00, 2023-05-21T20:30:00+01:00, 2023-05-21T21:00:00+01:00
0.00E+00, 2023-05-21T21:00:00+01:00, 2023-05-21T21:30:00+01:00
0.00E+00, 2023-05-21T21:30:00+01:00, 2023-05-21T22:00:00+01:00
0.00E+00, 2023-05-21T22:00:00+01:00, 2023-05-21T22:30:00+01:00
0.00E+00, 2023-05-21T22:30:00+01:00, 2023-05-21T23:00:00+01:00
0.00E+00, 2023-05-21T23:00:00+01:00, 2023-05-21T23:30:00+01:00
0.00E+00, 2023-05-21T23:30:00+01:00, 2023-05-22T00:00:00+01:00
0.00E+00, 2023-05-22T00:00:00+01:00, 2023-05-22T00:30:00+01:00
0.00E+00, 2023-05-22T00:30:00+01:00, 2023-05-22T01:00:00+01:00
0.00E+00, 2023-05-22T01:00:00+01:00, 2023-05-22T01:30:00+01:00
0.00E+00, 2023-05-22T01:30:00+01:00, 2023-05-22T02:00:00+01:00
0.00E+00, 2023-05-22T02:00:00+01:00, 2023-05-22T02:30:00+01:00
0.00E+00, 2023-05-22T02:30:00+01:00, 2023-05-22T03:00:00+01:00
0.00E+00, 2023-05-22T03:00:00+01:00, 2023-05-22T03:30:00+01:00
0.00E+00, 2023-05-22T03:30:00+01:00, 2023-05-22T04:00:00+01:00
0.00E+00, 2023-05-22T04:00:00+01:00, 2023-05-22T04:30:00+01:00
0.00E+00, 2023-05-22T04:30:00+01:00, 2023-05-22T05:00:00+01:00
0.00E+00, 2023-05-22T05:00:00+01:00, 2023-05-22T05:30:00+01:00
0.004, 2023-05-22T05:30:00+01:00, 2023-05-22T06:00:00+01:00
0.108, 2023-05-22T06:00:00+01:00, 2023-05-22T06:30:00+01:00
0.159, 2023-05-22T06:30:00+01:00, 2023-05-22T07:00:00+01:00
0.259, 2023-05-22T07:00:00+01:00, 2023-05-22T07:30:00+01:00
0.28, 2023-05-22T07:30:00+01:00, 2023-05-22T08:00:00+01:00
0.59, 2023-05-22T08:00:00+01:00, 2023-05-22T08:30:00+01:00
0.621, 2023-05-22T08:30:00+01:00, 2023-05-22T09:00:00+01:00
0.338, 2023-05-22T09:00:00+01:00, 2023-05-22T09:30:00+01:00
0.676, 2023-05-22T09:30:00+01:00, 2023-05-22T10:00:00+01:00
1.016, 2023-05-22T10:00:00+01:00, 2023-05-22T10:30:00+01:00
0.945, 2023-05-22T10:30:00+01:00, 2023-05-22T11:00:00+01:00
0.94, 2023-05-22T11:00:00+01:00, 2023-05-22T11:30:00+01:00
0.732, 2023-05-22T11:30:00+01:00, 2023-05-22T12:00:00+01:00
0.751, 2023-05-22T12:00:00+01:00, 2023-05-22T12:30:00+01:00
1.005, 2023-05-22T12:30:00+01:00, 2023-05-22T13:00:00+01:00
1.032, 2023-05-22T13:00:00+01:00, 2023-05-22T13:30:00+01:00
1.027, 2023-05-22T13:30:00+01:00, 2023-05-22T14:00:00+01:00
0.944, 2023-05-22T14:00:00+01:00, 2023-05-22T14:30:00+01:00
0.893, 2023-05-22T14:30:00+01:00, 2023-05-22T15:00:00+01:00
0.835, 2023-05-22T15:00:00+01:00, 2023-05-22T15:30:00+01:00
0.689, 2023-05-22T15:30:00+01:00, 2023-05-22T16:00:00+01:00
0.579, 2023-05-22T16:00:00+01:00, 2023-05-22T16:30:00+01:00
0.394, 2023-05-22T16:30:00+01:00, 2023-05-22T17:00:00+01:00
0.305, 2023-05-22T17:00:00+01:00, 2023-05-22T17:30:00+01:00
0.012, 2023-05-22T17:30:00+01:00, 2023-05-22T18:00:00+01:00
0.08, 2023-05-22T18:00:00+01:00, 2023-05-22T18:30:00+01:00
0.006, 2023-05-22T18:30:00+01:00, 2023-05-22T19:00:00+01:00
0.012, 2023-05-22T19:00:00+01:00, 2023-05-22T19:30:00+01:00
0.00E+00, 2023-05-22T19:30:00+01:00, 2023-05-22T20:00:00+01:00
0.00E+00, 2023-05-22T20:00:00+01:00, 2023-05-22T20:30:00+01:00
0.00E+00, 2023-05-22T20:30:00+01:00, 2023-05-22T21:00:00+01:00
0.00E+00, 2023-05-22T21:00:00+01:00, 2023-05-22T21:30:00+01:00
0.00E+00, 2023-05-22T21:30:00+01:00, 2023-05-22T22:00:00+01:00
0.00E+00, 2023-05-22T22:00:00+01:00, 2023-05-22T22:30:00+01:00
0.00E+00, 2023-05-22T22:30:00+01:00, 2023-05-22T23:00:00+01:00
0.00E+00, 2023-05-22T23:00:00+01:00, 2023-05-22T23:30:00+01:00
0.00E+00, 2023-05-22T23:30:00+01:00, 2023-05-23T00:00:00+01:00
0.00E+00, 2023-05-23T00:00:00+01:00, 2023-05-23T00:30:00+01:00
0.00E+00, 2023-05-23T00:30:00+01:00, 2023-05-23T01:00:00+01:00
0.00E+00, 2023-05-23T01:00:00+01:00, 2023-05-23T01:30:00+01:00
0.00E+00, 2023-05-23T01:30:00+01:00, 2023-05-23T02:00:00+01:00
0.00E+00, 2023-05-23T02:00:00+01:00, 2023-05-23T02:30:00+01:00
0.00E+00, 2023-05-23T02:30:00+01:00, 2023-05-23T03:00:00+01:00
0.00E+00, 2023-05-23T03:00:00+01:00, 2023-05-23T03:30:00+01:00
0.00E+00, 2023-05-23T03:30:00+01:00, 2023-05-23T04:00:00+01:00
0.00E+00, 2023-05-23T04:00:00+01:00, 2023-05-23T04:30:00+01:00
0.00E+00, 2023-05-23T04:30:00+01:00, 2023-05-23T05:00:00+01:00
0.00E+00, 2023-05-23T05:00:00+01:00, 2023-05-23T05:30:00+01:00
0.00E+00, 2023-05-23T05:30:00+01:00, 2023-05-23T06:00:00+01:00
0.02, 2023-05-23T06:00:00+01:00, 2023-05-23T06:30:00+01:00
0.087, 2023-05-23T06:30:00+01:00, 2023-05-23T07:00:00+01:00
0.06, 2023-05-23T07:00:00+01:00, 2023-05-23T07:30:00+01:00
0.041, 2023-05-23T07:30:00+01:00, 2023-05-23T08:00:00+01:00
0.141, 2023-05-23T08:00:00+01:00, 2023-05-23T08:30:00+01:00
0.178, 2023-05-23T08:30:00+01:00, 2023-05-23T09:00:00+01:00
0.349, 2023-05-23T09:00:00+01:00, 2023-05-23T09:30:00+01:00
0.826, 2023-05-23T09:30:00+01:00, 2023-05-23T10:00:00+01:00
0.773, 2023-05-23T10:00:00+01:00, 2023-05-23T10:30:00+01:00
0.661, 2023-05-23T10:30:00+01:00, 2023-05-23T11:00:00+01:00
0.887, 2023-05-23T11:00:00+01:00, 2023-05-23T11:30:00+01:00
1.138, 2023-05-23T11:30:00+01:00, 2023-05-23T12:00:00+01:00
1.139, 2023-05-23T12:00:00+01:00, 2023-05-23T12:30:00+01:00
1.155, 2023-05-23T12:30:00+01:00, 2023-05-23T13:00:00+01:00
0.928, 2023-05-23T13:00:00+01:00, 2023-05-23T13:30:00+01:00
0.953, 2023-05-23T13:30:00+01:00, 2023-05-23T14:00:00+01:00
0.875, 2023-05-23T14:00:00+01:00, 2023-05-23T14:30:00+01:00
0.541, 2023-05-23T14:30:00+01:00, 2023-05-23T15:00:00+01:00
0.66, 2023-05-23T15:00:00+01:00, 2023-05-23T15:30:00+01:00
0.68, 2023-05-23T15:30:00+01:00, 2023-05-23T16:00:00+01:00
0.536, 2023-05-23T16:00:00+01:00, 2023-05-23T16:30:00+01:00
0.201, 2023-05-23T16:30:00+01:00, 2023-05-23T17:00:00+01:00
0.187, 2023-05-23T17:00:00+01:00, 2023-05-23T17:30:00+01:00
0.004, 2023-05-23T17:30:00+01:00, 2023-05-23T18:00:00+01:00
0.067, 2023-05-23T18:00:00+01:00, 2023-05-23T18:30:00+01:00
0.042, 2023-05-23T18:30:00+01:00, 2023-05-23T19:00:00+01:00
0.046, 2023-05-23T19:00:00+01:00, 2023-05-23T19:30:00+01:00
0.00E+00, 2023-05-23T19:30:00+01:00, 2023-05-23T20:00:00+01:00
0.001, 2023-05-23T20:00:00+01:00, 2023-05-23T20:30:00+01:00
0.00E+00, 2023-05-23T20:30:00+01:00, 2023-05-23T21:00:00+01:00
0.00E+00, 2023-05-23T21:00:00+01:00, 2023-05-23T21:30:00+01:00
0.00E+00, 2023-05-23T21:30:00+01:00, 2023-05-23T22:00:00+01:00
0.00E+00, 2023-05-23T22:00:00+01:00, 2023-05-23T22:30:00+01:00
0.00E+00, 2023-05-23T22:30:00+01:00, 2023-05-23T23:00:00+01:00
0.00E+00, 2023-05-23T23:00:00+01:00, 2023-05-23T23:30:00+01:00
0.00E+00, 2023-05-23T23:30:00+01:00, 2023-05-24T00:00:00+01:00
0.00E+00, 2023-05-24T00:00:00+01:00, 2023-05-24T00:30:00+01:00
0.00E+00, 2023-05-24T00:30:00+01:00, 2023-05-24T01:00:00+01:00
0.00E+00, 2023-05-24T01:00:00+01:00, 2023-05-24T01:30:00+01:00
0.00E+00, 2023-05-24T01:30:00+01:00, 2023-05-24T02:00:00+01:00
0.00E+00, 2023-05-24T02:00:00+01:00, 2023-05-24T02:30:00+01:00
0.00E+00, 2023-05-24T02:30:00+01:00, 2023-05-24T03:00:00+01:00
0.00E+00, 2023-05-24T03:00:00+01:00, 2023-05-24T03:30:00+01:00
0.00E+00, 2023-05-24T03:30:00+01:00, 2023-05-24T04:00:00+01:00
0.00E+00, 2023-05-24T04:00:00+01:00, 2023-05-24T04:30:00+01:00
0.00E+00, 2023-05-24T04:30:00+01:00, 2023-05-24T05:00:00+01:00
0.00E+00, 2023-05-24T05:00:00+01:00, 2023-05-24T05:30:00+01:00
0.004, 2023-05-24T05:30:00+01:00, 2023-05-24T06:00:00+01:00
0.012, 2023-05-24T06:00:00+01:00, 2023-05-24T06:30:00+01:00
0.069, 2023-05-24T06:30:00+01:00, 2023-05-24T07:00:00+01:00
0.07, 2023-05-24T07:00:00+01:00, 2023-05-24T07:30:00+01:00
0.341, 2023-05-24T07:30:00+01:00, 2023-05-24T08:00:00+01:00
0.369, 2023-05-24T08:00:00+01:00, 2023-05-24T08:30:00+01:00
0.283, 2023-05-24T08:30:00+01:00, 2023-05-24T09:00:00+01:00
0.482, 2023-05-24T09:00:00+01:00, 2023-05-24T09:30:00+01:00
0.617, 2023-05-24T09:30:00+01:00, 2023-05-24T10:00:00+01:00
0.762, 2023-05-24T10:00:00+01:00, 2023-05-24T10:30:00+01:00
0.635, 2023-05-24T10:30:00+01:00, 2023-05-24T11:00:00+01:00
0.775, 2023-05-24T11:00:00+01:00, 2023-05-24T11:30:00+01:00
0.746, 2023-05-24T11:30:00+01:00, 2023-05-24T12:00:00+01:00
0.982, 2023-05-24T12:00:00+01:00, 2023-05-24T12:30:00+01:00
1.052, 2023-05-24T12:30:00+01:00, 2023-05-24T13:00:00+01:00
0.987, 2023-05-24T13:00:00+01:00, 2023-05-24T13:30:00+01:00
0.944, 2023-05-24T13:30:00+01:00, 2023-05-24T14:00:00+01:00
0.992, 2023-05-24T14:00:00+01:00, 2023-05-24T14:30:00+01:00
0.772, 2023-05-24T14:30:00+01:00, 2023-05-24T15:00:00+01:00
0.688, 2023-05-24T15:00:00+01:00, 2023-05-24T15:30:00+01:00
0.673, 2023-05-24T15:30:00+01:00, 2023-05-24T16:00:00+01:00
0.572, 2023-05-24T16:00:00+01:00, 2023-05-24T16:30:00+01:00
0.429, 2023-05-24T16:30:00+01:00, 2023-05-24T17:00:00+01:00
0.281, 2023-05-24T17:00:00+01:00, 2023-05-24T17:30:00+01:00
0.151, 2023-05-24T17:30:00+01:00, 2023-05-24T18:00:00+01:00
0.038, 2023-05-24T18:00:00+01:00, 2023-05-24T18:30:00+01:00
0.041, 2023-05-24T18:30:00+01:00, 2023-05-24T19:00:00+01:00
0.006, 2023-05-24T19:00:00+01:00, 2023-05-24T19:30:00+01:00
0.003, 2023-05-24T19:30:00+01:00, 2023-05-24T20:00:00+01:00
0.00E+00, 2023-05-24T20:00:00+01:00, 2023-05-24T20:30:00+01:00
0.00E+00, 2023-05-24T20:30:00+01:00, 2023-05-24T21:00:00+01:00
0.00E+00, 2023-05-24T21:00:00+01:00, 2023-05-24T21:30:00+01:00
0.00E+00, 2023-05-24T21:30:00+01:00, 2023-05-24T22:00:00+01:00
0.00E+00, 2023-05-24T22:00:00+01:00, 2023-05-24T22:30:00+01:00
0.00E+00, 2023-05-24T22:30:00+01:00, 2023-05-24T23:00:00+01:00
0.00E+00, 2023-05-24T23:00:00+01:00, 2023-05-24T23:30:00+01:00
0.00E+00, 2023-05-24T23:30:00+01:00, 2023-05-25T00:00:00+01:00
0.00E+00, 2023-05-25T00:00:00+01:00, 2023-05-25T00:30:00+01:00
0.00E+00, 2023-05-25T00:30:00+01:00, 2023-05-25T01:00:00+01:00
0.00E+00, 2023-05-25T01:00:00+01:00, 2023-05-25T01:30:00+01:00
0.00E+00, 2023-05-25T01:30:00+01:00, 2023-05-25T02:00:00+01:00
0.00E+00, 2023-05-25T02:00:00+01:00, 2023-05-25T02:30:00+01:00
0.00E+00, 2023-05-25T02:30:00+01:00, 2023-05-25T03:00:00+01:00
0.00E+00, 2023-05-25T03:00:00+01:00, 2023-05-25T03:30:00+01:00
0.00E+00, 2023-05-25T03:30:00+01:00, 2023-05-25T04:00:00+01:00
0.00E+00, 2023-05-25T04:00:00+01:00, 2023-05-25T04:30:00+01:00
0.00E+00, 2023-05-25T04:30:00+01:00, 2023-05-25T05:00:00+01:00
0.00E+00, 2023-05-25T05:00:00+01:00, 2023-05-25T05:30:00+01:00
0.001, 2023-05-25T05:30:00+01:00, 2023-05-25T06:00:00+01:00
0.031, 2023-05-25T06:00:00+01:00, 2023-05-25T06:30:00+01:00
0.099, 2023-05-25T06:30:00+01:00, 2023-05-25T07:00:00+01:00
0.231, 2023-05-25T07:00:00+01:00, 2023-05-25T07:30:00+01:00
0.211, 2023-05-25T07:30:00+01:00, 2023-05-25T08:00:00+01:00
0.597, 2023-05-25T08:00:00+01:00, 2023-05-25T08:30:00+01:00
0.613, 2023-05-25T08:30:00+01:00, 2023-05-25T09:00:00+01:00
0.723, 2023-05-25T09:00:00+01:00, 2023-05-25T09:30:00+01:00
0.93, 2023-05-25T09:30:00+01:00, 2023-05-25T10:00:00+01:00
1.091, 2023-05-25T10:00:00+01:00, 2023-05-25T10:30:00+01:00
1.174, 2023-05-25T10:30:00+01:00, 2023-05-25T11:00:00+01:00
1.187, 2023-05-25T11:00:00+01:00, 2023-05-25T11:30:00+01:00
1.234, 2023-05-25T11:30:00+01:00, 2023-05-25T12:00:00+01:00
1.191, 2023-05-25T12:00:00+01:00, 2023-05-25T12:30:00+01:00
1.204, 2023-05-25T12:30:00+01:00, 2023-05-25T13:00:00+01:00
1.14, 2023-05-25T13:00:00+01:00, 2023-05-25T13:30:00+01:00
1.099, 2023-05-25T13:30:00+01:00, 2023-05-25T14:00:00+01:00
1.035, 2023-05-25T14:00:00+01:00, 2023-05-25T14:30:00+01:00
0.932, 2023-05-25T14:30:00+01:00, 2023-05-25T15:00:00+01:00
0.85, 2023-05-25T15:00:00+01:00, 2023-05-25T15:30:00+01:00
0.699, 2023-05-25T15:30:00+01:00, 2023-05-25T16:00:00+01:00
0.59, 2023-05-25T16:00:00+01:00, 2023-05-25T16:30:00+01:00
0.28, 2023-05-25T16:30:00+01:00, 2023-05-25T17:00:00+01:00
0.112, 2023-05-25T17:00:00+01:00, 2023-05-25T17:30:00+01:00
0.001, 2023-05-25T17:30:00+01:00, 2023-05-25T18:00:00+01:00
0.00E+00, 2023-05-25T18:00:00+01:00, 2023-05-25T18:30:00+01:00
0.00E+00, 2023-05-25T18:30:00+01:00, 2023-05-25T19:00:00+01:00
0.00E+00, 2023-05-25T19:00:00+01:00, 2023-05-25T19:30:00+01:00
0.00E+00, 2023-05-25T19:30:00+01:00, 2023-05-25T20:00:00+01:00
0.00E+00, 2023-05-25T20:00:00+01:00, 2023-05-25T20:30:00+01:00
0.00E+00, 2023-05-25T20:30:00+01:00, 2023-05-25T21:00:00+01:00
0.00E+00, 2023-05-25T21:00:00+01:00, 2023-05-25T21:30:00+01:00
0.00E+00, 2023-05-25T21:30:00+01:00, 2023-05-25T22:00:00+01:00
0.00E+00, 2023-05-25T22:00:00+01:00, 2023-05-25T22:30:00+01:00
0.00E+00, 2023-05-25T22:30:00+01:00, 2023-05-25T23:00:00+01:00
